"model","scenario","region","unit","variable","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Income Inequality Model (2019)","SSP4","Saudi Arabia","","Gini Income Inequality Coefficient",41.786,42.204,42.594,42.828,42.904,42.856,42.671,42.383,42.049,41.605,41.044,40.4,39.645,38.955,38.368,37.862,37.418,36.988
"Income Inequality Model (2019)","SSP4","Senegal","","Gini Income Inequality Coefficient",46.226,46.504,47.11,47.688,47.952,48.118,47.839,47.229,46.518,46.026,45.707,45.313,45.232,45.129,44.971,44.751,44.476,44.015
"Income Inequality Model (2019)","SSP4","Serbia","","Gini Income Inequality Coefficient",29.815,30.257,30.745,31.207,31.676,32.16,32.656,33.167,33.642,34.096,34.542,34.989,35.444,35.928,36.406,36.874,37.344,37.815
"Income Inequality Model (2019)","SSP4","Sierra Leone","","Gini Income Inequality Coefficient",40.536,41.027,41.215,41.154,40.998,40.804,40.579,40.332,40.062,39.423,38.439,37.349,35.828,34.459,33.341,32.435,31.701,31.106
"Income Inequality Model (2019)","SSP4","Singapore","","Gini Income Inequality Coefficient",53.615,53.979,54.312,54.581,54.89,55.35,55.744,56.083,56.363,56.591,56.778,56.929,57.049,57.139,57.203,57.24,57.253,57.244
"Income Inequality Model (2019)","SSP4","Slovakia","","Gini Income Inequality Coefficient",28.418,30.583,32.962,35.523,38.118,40.651,43.158,45.687,48.263,50.905,53.627,55.986,57.856,59.338,60.513,61.443,62.181,62.766
"Income Inequality Model (2019)","SSP4","Slovenia","","Gini Income Inequality Coefficient",25.167,25.553,25.949,26.332,26.733,27.142,27.555,27.978,28.414,28.859,29.314,29.779,30.238,30.667,31.099,31.532,31.965,32.397
"Income Inequality Model (2019)","SSP4","Solomon Islands","","Gini Income Inequality Coefficient",46.408,46.883,47.522,47.865,48.205,47.493,47.321,47.509,47.685,47.862,48.028,48.16,48.261,48.308,48.296,48.222,48.091,48.118
"Income Inequality Model (2019)","SSP4","Somalia","","Gini Income Inequality Coefficient",45.932,46.365,46.997,47.39,47.714,47.187,46.993,47.012,47.001,47.037,47.101,47.121,47.184,47.2,47.157,47.052,46.891,46.815
"Income Inequality Model (2019)","SSP4","South Africa","","Gini Income Inequality Coefficient",69.695,70.059,70.392,70.661,70.97,71.43,71.824,72.163,72.443,72.671,72.858,73.009,73.129,73.219,73.283,73.32,73.333,73.324
"Income Inequality Model (2019)","SSP4","South Korea","","Gini Income Inequality Coefficient",39.196,39.687,39.875,39.814,39.658,39.464,39.239,38.992,38.722,38.083,37.099,36.009,34.488,33.119,32.001,31.095,30.361,29.766
"Income Inequality Model (2019)","SSP4","Spain","","Gini Income Inequality Coefficient",32.388,32.845,33.352,33.949,34.63,35.37,36.165,37.019,37.925,38.87,39.844,40.851,41.897,42.981,44.097,45.213,46.333,47.461
"Income Inequality Model (2019)","SSP4","Sri Lanka","","Gini Income Inequality Coefficient",43.797,44.095,44.643,45.145,45.348,45.506,45.23,44.631,43.939,43.395,42.962,42.449,42.164,41.881,41.585,41.265,40.921,40.418
"Income Inequality Model (2019)","SSP4","Sudan","","Gini Income Inequality Coefficient",41.505,41.841,42.318,42.71,42.843,42.932,42.666,42.136,41.527,40.964,40.424,39.797,39.27,38.775,38.317,37.883,37.462,36.942
"Income Inequality Model (2019)","SSP4","Suriname","","Gini Income Inequality Coefficient",57.925,58.289,58.622,58.891,59.2,59.66,60.054,60.393,60.673,60.901,61.088,61.239,61.359,61.449,61.513,61.55,61.563,61.554
"Income Inequality Model (2019)","SSP4","Sweden","","Gini Income Inequality Coefficient",27.537,27.923,28.319,28.702,29.103,29.512,29.925,30.348,30.784,31.229,31.684,32.149,32.608,33.037,33.469,33.902,34.335,34.767
"Income Inequality Model (2019)","SSP4","Switzerland","","Gini Income Inequality Coefficient",31.791,32.122,32.476,33.016,33.471,33.848,34.206,34.549,35.008,35.544,36.125,36.737,37.385,38.066,38.691,39.326,39.975,40.637
"Income Inequality Model (2019)","SSP4","Syria","","Gini Income Inequality Coefficient",41.71,41.981,42.577,43.154,43.405,43.61,43.327,42.681,41.933,41.402,41.042,40.605,40.484,40.346,40.159,39.917,39.624,39.134
"Income Inequality Model (2019)","SSP4","Taiwan","","Gini Income Inequality Coefficient",40.346,40.837,41.025,40.964,40.808,40.614,40.389,40.142,39.872,39.233,38.249,37.159,35.638,34.269,33.151,32.245,31.511,30.916
"Income Inequality Model (2019)","SSP4","Tajikistan","","Gini Income Inequality Coefficient",30.847,31.308,31.83,32.339,32.843,33.355,33.88,34.421,34.914,35.38,35.834,36.287,36.76,37.29,37.806,38.308,38.814,39.323
"Income Inequality Model (2019)","SSP4","Tanzania","","Gini Income Inequality Coefficient",43.792,44.09,44.637,45.138,45.339,45.497,45.22,44.623,43.932,43.388,42.953,42.438,42.149,41.863,41.563,41.242,40.896,40.393
"Income Inequality Model (2019)","SSP4","Thailand","","Gini Income Inequality Coefficient",40.933,40.649,40.544,40.226,39.831,39.341,38.784,38.18,37.533,36.839,36.076,35.218,34.212,33.016,31.608,29.997,28.203,26.235
"Income Inequality Model (2019)","SSP4","Timor-Leste","","Gini Income Inequality Coefficient",38.106,38.597,38.785,38.724,38.568,38.374,38.149,37.902,37.632,36.993,36.009,34.919,33.398,32.029,30.911,30.005,29.271,28.676
"Income Inequality Model (2019)","SSP4","Togo","","Gini Income Inequality Coefficient",52.337,52.718,53.098,53.377,53.691,53.968,54.277,54.599,54.868,55.094,55.281,55.433,55.55,55.635,55.688,55.71,55.702,55.702
"Income Inequality Model (2019)","SSP4","Tonga","","Gini Income Inequality Coefficient",38.646,39.137,39.325,39.264,39.108,38.914,38.689,38.442,38.172,37.533,36.549,35.459,33.938,32.569,31.451,30.545,29.811,29.216
"Income Inequality Model (2019)","SSP4","Trinidad and Tobago","","Gini Income Inequality Coefficient",40.816,41.307,41.495,41.434,41.278,41.084,40.859,40.612,40.342,39.703,38.719,37.629,36.108,34.739,33.621,32.715,31.981,31.386
"Income Inequality Model (2019)","SSP4","Tunisia","","Gini Income Inequality Coefficient",42.353,42.843,43.033,42.975,42.821,42.629,42.404,42.155,41.882,41.244,40.263,39.176,37.663,36.299,35.186,34.284,33.552,32.957
"Income Inequality Model (2019)","SSP4","Turkey","","Gini Income Inequality Coefficient",40.392,41.053,41.781,42.471,43.231,44.043,44.873,45.743,46.612,47.431,48.205,48.917,49.565,50.149,50.739,51.304,51.842,52.361
"Income Inequality Model (2019)","SSP4","Turkmenistan","","Gini Income Inequality Coefficient",41.122,41.783,42.511,43.201,43.961,44.773,45.603,46.473,47.342,48.161,48.935,49.647,50.295,50.879,51.469,52.034,52.572,53.091
"Income Inequality Model (2019)","SSP4","Uganda","","Gini Income Inequality Coefficient",49.301,49.744,50.279,50.59,50.922,50.585,50.61,50.873,51.11,51.325,51.512,51.666,51.778,51.845,51.863,51.832,51.754,51.783
"Income Inequality Model (2019)","SSP4","Ukraine","","Gini Income Inequality Coefficient",24.847,25.233,25.629,26.012,26.413,26.822,27.235,27.658,28.094,28.539,28.994,29.459,29.918,30.347,30.779,31.212,31.645,32.077
"Income Inequality Model (2019)","SSP4","United Arab Emirates","","Gini Income Inequality Coefficient",41.786,42.204,42.594,42.828,42.904,42.856,42.671,42.383,42.049,41.605,41.044,40.4,39.645,38.955,38.368,37.862,37.418,36.988
"Income Inequality Model (2019)","SSP4","United Kingdom","","Gini Income Inequality Coefficient",33.928,34.433,34.972,35.54,36.135,36.746,37.37,38.02,38.699,39.4,40.115,40.843,41.579,42.323,43.069,43.812,44.548,45.275
"Income Inequality Model (2019)","SSP4","United States","","Gini Income Inequality Coefficient",40.976,42.481,43.938,45.334,46.682,47.953,49.169,50.367,51.567,52.784,54.028,55.312,56.646,58.034,59.479,60.983,62.549,64.184
"Income Inequality Model (2019)","SSP4","Uruguay","","Gini Income Inequality Coefficient",43.493,43.831,44.303,44.688,44.815,44.9,44.634,44.109,43.505,42.942,42.394,41.759,41.215,40.705,40.236,39.793,39.367,38.846
"Income Inequality Model (2019)","SSP4","Uzbekistan","","Gini Income Inequality Coefficient",35.389,35.851,36.35,36.959,37.542,38.094,38.641,39.192,39.828,40.496,41.176,41.85,42.518,43.173,43.796,44.415,45.031,45.648
"Income Inequality Model (2019)","SSP4","Vanuatu","","Gini Income Inequality Coefficient",43.354,43.711,44.148,44.479,44.572,44.623,44.362,43.871,43.308,42.735,42.134,41.444,40.782,40.168,39.621,39.122,38.659,38.128
"Income Inequality Model (2019)","SSP4","Venezuela","","Gini Income Inequality Coefficient",47.023,47.376,47.994,48.483,48.776,48.61,48.371,48.063,47.689,47.45,47.315,47.12,47.108,47.062,46.959,46.794,46.574,46.298
"Income Inequality Model (2019)","SSP4","Viet Nam","","Gini Income Inequality Coefficient",46.721,47.045,47.659,48.182,48.464,48.424,48.17,47.747,47.245,46.911,46.706,46.435,46.398,46.33,46.206,46.02,45.779,45.433
"Income Inequality Model (2019)","SSP4","Yemen","","Gini Income Inequality Coefficient",42.411,42.894,43.098,43.063,42.923,42.746,42.518,42.255,41.966,41.331,40.373,39.309,37.845,36.525,35.445,34.566,33.85,33.259
"Income Inequality Model (2019)","SSP4","Zambia","","Gini Income Inequality Coefficient",61.935,62.299,62.632,62.901,63.21,63.67,64.064,64.403,64.683,64.911,65.098,65.249,65.369,65.459,65.523,65.56,65.573,65.564
"Income Inequality Model (2019)","SSP4","Zimbabwe","","Gini Income Inequality Coefficient",45.614,46.02,46.647,47.073,47.386,46.983,46.774,46.68,46.545,46.487,46.482,46.429,46.466,46.461,46.397,46.272,46.091,45.946
"Income Inequality Model (2019)","SSP5","Afghanistan","","Gini Income Inequality Coefficient",33.38,33.261,33.073,32.42,30.883,29.481,28.208,27.141,26.266,25.549,24.962,24.481,24.087,23.765,23.5,23.283,23.106,22.96
"Income Inequality Model (2019)","SSP5","Albania","","Gini Income Inequality Coefficient",29.239,29.418,29.562,29.607,29.56,29.419,29.127,28.699,28.314,27.882,27.4,26.862,26.311,25.783,25.285,24.827,24.396,23.982
"Income Inequality Model (2019)","SSP5","Algeria","","Gini Income Inequality Coefficient",40.877,40.409,39.749,38.898,38.155,37.058,35.789,34.433,33.236,32.26,31.464,30.816,30.288,29.857,29.506,29.22,28.986,28.796
"Income Inequality Model (2019)","SSP5","Angola","","Gini Income Inequality Coefficient",48.527,48.202,47.737,46.891,45.419,44.426,42.937,41.681,40.528,39.518,38.623,37.82,37.093,36.444,35.866,35.347,34.872,34.265
"Income Inequality Model (2019)","SSP5","Argentina","","Gini Income Inequality Coefficient",43.111,42.579,41.832,40.944,40.348,39.306,38.038,36.63,35.372,34.349,33.515,32.836,32.282,31.832,31.465,31.166,30.922,30.724
"Income Inequality Model (2019)","SSP5","Armenia","","Gini Income Inequality Coefficient",31.141,31.292,31.43,31.556,31.542,31.39,31.144,30.797,30.438,30.045,29.614,29.145,28.661,28.191,27.723,27.272,26.824,26.383
"Income Inequality Model (2019)","SSP5","Aruba","","Gini Income Inequality Coefficient",48.921,48.503,47.784,46.635,45.224,43.682,42.088,40.505,39.18,37.947,36.773,35.634,34.516,33.466,32.49,31.571,30.686,29.813
"Income Inequality Model (2019)","SSP5","Australia","","Gini Income Inequality Coefficient",34.698,34.766,34.804,34.933,34.9,34.673,34.442,34.151,33.893,33.624,33.347,33.105,32.859,32.601,32.333,32.066,31.793,31.514
"Income Inequality Model (2019)","SSP5","Austria","","Gini Income Inequality Coefficient",26.821,27.262,27.433,27.456,27.304,26.917,26.283,25.405,24.763,24.042,23.244,22.352,21.369,20.308,19.167,17.964,16.715,15.411
"Income Inequality Model (2019)","SSP5","Azerbaijan","","Gini Income Inequality Coefficient",16.766,16.88,16.923,16.885,16.764,16.537,16.198,15.729,15.357,14.947,14.499,14.044,13.587,13.133,12.724,12.357,12.025,11.705
"Income Inequality Model (2019)","SSP5","Bahamas","","Gini Income Inequality Coefficient",42.554,42.154,41.587,40.775,39.876,38.718,37.449,36.15,35.016,34.091,33.337,32.721,32.219,31.81,31.476,31.203,30.981,30.799
"Income Inequality Model (2019)","SSP5","Bahrain","","Gini Income Inequality Coefficient",41.089,40.771,40.31,39.554,38.493,37.343,36.082,34.864,33.791,32.899,32.152,31.522,30.986,30.527,30.129,29.781,29.472,29.173
"Income Inequality Model (2019)","SSP5","Bangladesh","","Gini Income Inequality Coefficient",37.56,37.441,37.253,36.6,35.063,33.661,32.388,31.321,30.446,29.729,29.142,28.661,28.267,27.945,27.68,27.463,27.286,27.14
"Income Inequality Model (2019)","SSP5","Barbados","","Gini Income Inequality Coefficient",46.641,46.111,45.384,44.454,43.55,42.578,41.116,39.656,38.297,37.177,36.254,35.493,34.865,34.347,33.92,33.567,33.276,32.935
"Income Inequality Model (2019)","SSP5","Belarus","","Gini Income Inequality Coefficient",37.475,38.214,39.259,40.336,41.223,41.527,41.206,40.319,40.636,40.835,40.908,40.881,40.795,40.68,40.546,40.43,40.29,40.166
"Income Inequality Model (2019)","SSP5","Belgium","","Gini Income Inequality Coefficient",27.327,27.332,27.232,27.012,26.656,26.142,25.459,24.599,23.856,23.059,22.214,21.307,20.341,19.326,18.437,17.731,17.17,16.724
"Income Inequality Model (2019)","SSP5","Belize","","Gini Income Inequality Coefficient",53.116,52.901,52.463,51.767,51.009,50.113,49.371,48.54,47.983,47.337,46.595,45.758,44.833,43.895,42.969,42.049,41.113,40.205
"Income Inequality Model (2019)","SSP5","Benin","","Gini Income Inequality Coefficient",49.265,48.981,48.526,47.735,46.526,45.569,44.355,43.256,42.323,41.447,40.608,39.793,38.993,38.237,37.531,36.864,36.219,35.501
"Income Inequality Model (2019)","SSP5","Bhutan","","Gini Income Inequality Coefficient",44.123,43.529,42.707,41.763,41.157,40.204,38.842,37.356,35.99,34.873,33.957,33.208,32.593,32.09,31.678,31.34,31.063,30.786
"Income Inequality Model (2019)","SSP5","Bolivia","","Gini Income Inequality Coefficient",53.902,52.57,50.111,46.032,41.143,37.017,33.542,30.615,28.151,26.075,24.327,22.855,21.615,20.571,19.692,18.951,18.328,17.802
"Income Inequality Model (2019)","SSP5","Bosnia and Herzegovina","","Gini Income Inequality Coefficient",32.82,32.901,32.957,33.092,33.077,32.873,32.653,32.372,32.147,31.911,31.667,31.456,31.242,31.019,30.789,30.562,30.334,30.103
"Income Inequality Model (2019)","SSP5","Botswana","","Gini Income Inequality Coefficient",66.316,66.101,65.663,64.967,64.209,63.313,62.571,61.74,61.183,60.537,59.795,58.958,58.033,57.095,56.169,55.249,54.313,53.405
"Income Inequality Model (2019)","SSP5","Brazil","","Gini Income Inequality Coefficient",56.854,56.691,56.497,56.235,55.829,55.091,53.917,52.269,51.146,49.846,48.349,46.649,44.73,42.577,40.159,37.465,34.518,31.3
"Income Inequality Model (2019)","SSP5","Brunei Darussalam","","Gini Income Inequality Coefficient",44.857,44.409,43.724,42.681,41.361,40.021,38.583,37.209,36.06,35.067,34.195,33.419,32.718,32.095,31.543,31.046,30.59,30.143
"Income Inequality Model (2019)","SSP5","Bulgaria","","Gini Income Inequality Coefficient",36.743,38.095,39.916,41.652,43.078,43.867,44.093,43.873,44.502,45.068,45.603,46.145,46.729,47.382,48.109,48.945,49.867,50.894
"Income Inequality Model (2019)","SSP5","Burkina Faso","","Gini Income Inequality Coefficient",45.498,45.078,44.515,43.608,42.192,41.186,39.553,38.137,36.79,35.666,34.73,33.949,33.297,32.754,32.301,31.923,31.607,31.156
"Income Inequality Model (2019)","SSP5","Burundi","","Gini Income Inequality Coefficient",38.94,38.821,38.633,37.98,36.443,35.041,33.768,32.701,31.826,31.109,30.522,30.041,29.647,29.325,29.06,28.843,28.666,28.52
"Income Inequality Model (2019)","SSP5","Cabo Verde","","Gini Income Inequality Coefficient",53.046,52.831,52.393,51.697,50.939,50.043,49.301,48.47,47.913,47.267,46.525,45.688,44.763,43.825,42.899,41.979,41.043,40.135
"Income Inequality Model (2019)","SSP5","Cambodia","","Gini Income Inequality Coefficient",37.28,37.161,36.973,36.32,34.783,33.381,32.108,31.041,30.166,29.449,28.862,28.381,27.987,27.665,27.4,27.183,27.006,26.86
"Income Inequality Model (2019)","SSP5","Cameroon","","Gini Income Inequality Coefficient",48.629,48.31,47.847,47.008,45.573,44.585,43.134,41.899,40.777,39.786,38.899,38.094,37.357,36.693,36.098,35.558,35.059,34.436
"Income Inequality Model (2019)","SSP5","Canada","","Gini Income Inequality Coefficient",28.278,28.666,29.226,29.999,30.886,31.688,32.364,32.913,33.606,34.35,35.155,36.02,36.952,37.964,39.079,40.321,41.694,43.199
"Income Inequality Model (2019)","SSP5","Central African Republic","","Gini Income Inequality Coefficient",62.096,61.881,61.443,60.747,59.989,59.093,58.351,57.52,56.963,56.317,55.575,54.738,53.813,52.875,51.949,51.029,50.093,49.185
"Income Inequality Model (2019)","SSP5","Chad","","Gini Income Inequality Coefficient",49.142,48.851,48.395,47.594,46.342,45.378,44.119,42.993,42.024,41.126,40.277,39.464,38.676,37.938,37.254,36.611,35.995,35.295
"Income Inequality Model (2019)","SSP5","Chile","","Gini Income Inequality Coefficient",55.113,54.796,54.252,53.385,52.302,51.081,49.699,48.157,46.445,44.543,42.427,40.083,37.506,34.68,31.589,28.231,24.541,20.52
"Income Inequality Model (2019)","SSP5","China","","Gini Income Inequality Coefficient",46.12,44.748,42.939,40.634,38.335,35.854,33.016,29.88,27.062,24.777,22.925,21.424,20.208,19.221,18.422,17.774,17.248,16.822
"Income Inequality Model (2019)","SSP5","Colombia","","Gini Income Inequality Coefficient",54.29,54.05,53.99,53.89,53.679,53.171,52.271,50.939,50.016,48.944,47.719,46.349,44.832,43.169,41.341,39.363,37.224,34.923
"Income Inequality Model (2019)","SSP5","Comoros","","Gini Income Inequality Coefficient",61.786,61.571,61.133,60.437,59.679,58.783,58.041,57.21,56.653,56.007,55.265,54.428,53.503,52.565,51.639,50.719,49.783,48.875
"Income Inequality Model (2019)","SSP5","Congo","","Gini Income Inequality Coefficient",45.948,45.585,45.106,44.212,42.53,41.507,39.786,38.393,37.051,35.926,34.982,34.191,33.528,32.971,32.505,32.114,31.786,31.278
"Income Inequality Model (2019)","SSP5","Costa Rica","","Gini Income Inequality Coefficient",45.104,43.307,40.334,36.07,32.247,29.117,26.556,24.459,22.743,21.338,20.188,19.247,18.476,17.845,17.329,16.907,16.561,16.277
"Income Inequality Model (2019)","SSP5","Croatia","","Gini Income Inequality Coefficient",31.708,31.763,31.784,31.903,31.843,31.588,31.337,31.027,30.709,30.377,30.034,29.723,29.405,29.074,28.73,28.382,28.025,27.657
"Income Inequality Model (2019)","SSP5","Cuba","","Gini Income Inequality Coefficient",26.58,26.461,26.273,25.62,24.083,22.681,21.408,20.341,19.466,18.749,18.162,17.681,17.287,16.965,16.7,16.483,16.306,16.16
"Income Inequality Model (2019)","SSP5","Cyprus","","Gini Income Inequality Coefficient",32.364,32.425,32.453,32.572,32.515,32.266,32.015,31.704,31.383,31.047,30.698,30.378,30.05,29.711,29.359,29.005,28.642,28.269
"Income Inequality Model (2019)","SSP5","Czechia","","Gini Income Inequality Coefficient",27.153,27.55,27.86,27.9,27.61,26.913,25.814,24.33,23.395,22.344,21.153,20.057,19.156,18.416,17.807,17.307,16.896,16.559
"Income Inequality Model (2019)","SSP5","Côte d'Ivoire","","Gini Income Inequality Coefficient",48.998,48.7,48.241,47.43,46.127,45.156,43.843,42.687,41.675,40.751,39.891,39.08,38.307,37.59,36.93,36.316,35.733,35.055
"Income Inequality Model (2019)","SSP5","Democratic Republic of the Congo","","Gini Income Inequality Coefficient",48.161,47.817,47.347,46.474,44.872,43.861,42.235,40.901,39.64,38.564,37.641,36.844,36.153,35.557,35.043,34.596,34.205,33.653
"Income Inequality Model (2019)","SSP5","Denmark","","Gini Income Inequality Coefficient",24.099,24.299,24.403,24.412,24.374,24.252,24.021,23.678,23.252,22.765,22.234,21.653,21.017,20.32,19.57,18.798,17.995,17.157
"Income Inequality Model (2019)","SSP5","Djibouti","","Gini Income Inequality Coefficient",50.471,50.254,49.815,49.114,48.336,47.437,46.674,45.831,45.257,44.601,43.854,43.018,42.099,41.169,40.253,39.344,38.422,37.522
"Income Inequality Model (2019)","SSP5","Dominican Republic","","Gini Income Inequality Coefficient",50.713,50.98,51.413,52.024,52.718,53.201,53.4,53.311,53.809,54.293,54.773,55.269,55.789,56.345,56.946,57.621,58.364,59.181
"Income Inequality Model (2019)","SSP5","Ecuador","","Gini Income Inequality Coefficient",39,38.405,37.434,35.913,33.911,31.531,28.807,26.404,24.419,22.78,21.426,20.307,19.384,18.621,17.99,17.47,17.04,16.685
"Income Inequality Model (2019)","SSP5","Egypt","","Gini Income Inequality Coefficient",36.33,36.211,36.023,35.37,33.833,32.431,31.158,30.091,29.216,28.499,27.912,27.431,27.037,26.715,26.45,26.233,26.056,25.91
"Income Inequality Model (2019)","SSP5","El Salvador","","Gini Income Inequality Coefficient",41.996,41.73,41.343,40.606,39.404,38.131,36.86,35.67,34.659,33.833,33.158,32.607,32.156,31.788,31.487,31.241,31.039,30.875
"Income Inequality Model (2019)","SSP5","Equatorial Guinea","","Gini Income Inequality Coefficient",49.671,49.391,48.943,48.177,47.073,46.039,44.885,43.791,42.885,42.053,41.273,40.529,39.811,39.141,38.521,37.939,37.381,36.8
"Income Inequality Model (2019)","SSP5","Eritrea","","Gini Income Inequality Coefficient",49.671,49.391,48.943,48.177,47.073,46.039,44.885,43.791,42.885,42.053,41.273,40.529,39.811,39.141,38.521,37.939,37.381,36.8
"Income Inequality Model (2019)","SSP5","Estonia","","Gini Income Inequality Coefficient",35.137,34.796,34.333,33.704,32.969,32.102,31.079,29.934,28.71,27.363,25.848,24.135,22.351,20.885,19.712,18.772,18.02,17.418
"Income Inequality Model (2019)","SSP5","Eswatini","","Gini Income Inequality Coefficient",57.306,57.091,56.653,55.957,55.199,54.303,53.561,52.73,52.173,51.527,50.785,49.948,49.023,48.085,47.159,46.239,45.303,44.395
"Income Inequality Model (2019)","SSP5","Ethiopia","","Gini Income Inequality Coefficient",38.75,38.631,38.443,37.79,36.253,34.851,33.578,32.511,31.636,30.919,30.332,29.851,29.457,29.135,28.87,28.653,28.476,28.33
"Income Inequality Model (2019)","SSP5","Fiji","","Gini Income Inequality Coefficient",48.588,48.267,47.803,46.961,45.512,44.521,43.055,41.812,40.678,39.679,38.788,37.985,37.251,36.594,36.005,35.473,34.984,34.368
"Income Inequality Model (2019)","SSP5","Finland","","Gini Income Inequality Coefficient",25.279,25.728,25.942,25.987,25.862,25.517,24.938,24.13,23.592,23.006,22.375,21.673,20.892,20.032,19.1,18.124,17.106,16.024
"Income Inequality Model (2019)","SSP5","France","","Gini Income Inequality Coefficient",28.418,28.427,28.395,28.262,28.01,27.592,26.986,26.192,25.506,24.767,23.973,23.123,22.227,21.29,20.315,19.299,18.241,17.132
"Income Inequality Model (2019)","SSP5","French Polynesia","","Gini Income Inequality Coefficient",41.78,41.535,41.195,40.421,38.831,37.62,36.13,34.898,33.789,32.868,32.103,31.468,30.94,30.502,30.137,29.834,29.582,29.26
"Income Inequality Model (2019)","SSP5","Gabon","","Gini Income Inequality Coefficient",47.973,47.618,47.146,46.258,44.589,43.569,41.874,40.499,39.182,38.072,37.134,36.341,35.668,35.099,34.618,34.209,33.861,33.338
"Income Inequality Model (2019)","SSP5","Gambia","","Gini Income Inequality Coefficient",53.186,52.971,52.533,51.837,51.079,50.183,49.441,48.61,48.053,47.407,46.665,45.828,44.903,43.965,43.039,42.119,41.183,40.275
"Income Inequality Model (2019)","SSP5","Georgia","","Gini Income Inequality Coefficient",41.665,41.921,42.205,42.425,42.654,42.75,42.693,42.532,42.749,42.958,43.164,43.373,43.593,43.836,44.11,44.435,44.803,45.218
"Income Inequality Model (2019)","SSP5","Germany","","Gini Income Inequality Coefficient",29.712,30.167,30.533,30.787,30.889,30.748,30.352,29.711,29.341,28.911,28.434,27.897,27.306,26.678,26.014,25.339,24.663,23.985
"Income Inequality Model (2019)","SSP5","Ghana","","Gini Income Inequality Coefficient",48.578,48.256,47.792,46.95,45.496,44.505,43.036,41.79,40.653,39.652,38.761,37.957,37.225,36.569,35.982,35.452,34.965,34.351
"Income Inequality Model (2019)","SSP5","Greece","","Gini Income Inequality Coefficient",32.773,33.101,33.404,33.624,33.713,33.57,33.2,32.618,32.243,31.818,31.352,30.846,30.311,29.771,29.229,28.712,28.197,27.677
"Income Inequality Model (2019)","SSP5","Guatemala","","Gini Income Inequality Coefficient",54.735,53.838,52.205,49.309,45.124,40.312,36.16,32.689,29.787,27.361,25.333,23.638,22.221,21.036,20.046,19.218,18.526,17.948
"Income Inequality Model (2019)","SSP5","Guinea","","Gini Income Inequality Coefficient",40.421,40.143,39.74,38.997,37.822,36.558,35.288,34.089,33.067,32.232,31.55,30.993,30.538,30.166,29.862,29.614,29.411,29.245
"Income Inequality Model (2019)","SSP5","Guinea-Bissau","","Gini Income Inequality Coefficient",56.516,56.301,55.863,55.167,54.409,53.513,52.771,51.94,51.383,50.737,49.995,49.158,48.233,47.295,46.369,45.449,44.513,43.605
"Income Inequality Model (2019)","SSP5","Guyana","","Gini Income Inequality Coefficient",44.136,43.544,42.725,41.781,41.168,40.214,38.849,37.363,35.998,34.88,33.965,33.215,32.6,32.097,31.684,31.346,31.068,30.79
"Income Inequality Model (2019)","SSP5","Haiti","","Gini Income Inequality Coefficient",60.527,60.312,59.874,59.177,58.42,57.523,56.781,55.951,55.394,54.748,54.006,53.169,52.244,51.306,50.38,49.46,48.524,47.616
"Income Inequality Model (2019)","SSP5","Honduras","","Gini Income Inequality Coefficient",57.256,57.041,56.603,55.907,55.149,54.253,53.511,52.68,52.123,51.477,50.735,49.898,48.973,48.035,47.109,46.189,45.253,44.345
"Income Inequality Model (2019)","SSP5","Hong Kong","","Gini Income Inequality Coefficient",54.556,54.341,53.903,53.207,52.449,51.553,50.811,49.98,49.423,48.777,48.035,47.198,46.273,45.335,44.409,43.489,42.553,41.645
"Income Inequality Model (2019)","SSP5","Hungary","","Gini Income Inequality Coefficient",26.715,27.035,27.216,27.202,26.963,26.425,25.56,24.346,23.419,22.351,21.142,19.984,19.044,18.281,17.662,17.16,16.753,16.422
"Income Inequality Model (2019)","SSP5","Iceland","","Gini Income Inequality Coefficient",27.156,27.27,27.313,27.275,27.154,26.927,26.588,26.119,25.747,25.337,24.889,24.434,23.977,23.523,23.114,22.747,22.415,22.095
"Income Inequality Model (2019)","SSP5","India","","Gini Income Inequality Coefficient",35.558,35.519,36.354,37.532,38.729,39.188,38.691,37.135,37.322,37.332,37.185,36.929,36.591,36.19,35.723,35.215,34.64,34.009
"Income Inequality Model (2019)","SSP5","Indonesia","","Gini Income Inequality Coefficient",41.108,40.544,39.753,38.848,38.324,37.31,36.043,34.608,33.321,32.274,31.421,30.726,30.161,29.7,29.325,29.02,28.771,28.569
"Income Inequality Model (2019)","SSP5","Iran","","Gini Income Inequality Coefficient",45.413,44.983,44.404,43.495,42.128,41.125,39.51,38.089,36.741,35.617,34.682,33.903,33.254,32.713,32.263,31.887,31.574,31.134
"Income Inequality Model (2019)","SSP5","Iraq","","Gini Income Inequality Coefficient",36.48,36.361,36.173,35.52,33.983,32.581,31.308,30.241,29.366,28.649,28.062,27.581,27.187,26.865,26.6,26.383,26.206,26.06
"Income Inequality Model (2019)","SSP5","Ireland","","Gini Income Inequality Coefficient",31.13,31.563,31.824,31.911,31.838,31.609,31.263,30.816,30.526,30.219,29.89,29.535,29.167,28.798,28.432,28.074,27.709,27.328
"Income Inequality Model (2019)","SSP5","Israel","","Gini Income Inequality Coefficient",36.938,36.854,36.609,36.232,35.768,35.235,34.619,33.922,33.167,32.351,31.457,30.464,29.374,28.194,26.931,25.59,24.151,22.602
