"model","scenario","region","unit","variable","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Governance Model (2020)","SSP1","Bulgaria","","Governance Index|Control of Corruption",0.421371909,0.428852767,0.436144071,0.443253413,0.450187932,0.456954358,0.463069617,0.469032513,0.474848481,0.480522707,0.486060138,0.491242966,0.496303964,0.501247079,0.506076116,0.510794739,0.515443935,0.519993225,0.524445704,0.528804364,0.533072098,0.537000168,0.540844451,0.544607496,0.54829177,0.551899663,0.555416467,0.558861891,0.56223809,0.56554715,0.568791094,0.571631868,0.57441156,0.577132002,0.579794972,0.582402189,0.585188145,0.587921664,0.590604312,0.593237605,0.595823015,0.598360259,0.600852462,0.603300964,0.605707062,0.608072013,0.610194722,0.612278019,0.614323072,0.616331009,0.618302926,0.620632556,0.62292693,0.625187089,0.627414043,0.629608768,0.631611429,0.633581952,0.635521291,0.637430368,0.639310077,0.641469626,0.643599556,0.645700753,0.647774075,0.649820351,0.651671157,0.653494678,0.655291737,0.657063132,0.658809633,0.660498921,0.662162864,0.663802239,0.665417794,0.667010251,0.668297077,0.669560695,0.67080182,0.672021139,0.673219313,0.674659443,0.676078845,0.677478149,0.678857962
"Governance Model (2020)","SSP1","Burkina Faso","","Governance Index|Control of Corruption",0.37012508,0.371878108,0.373597552,0.375284931,0.376941663,0.378569077,0.3807755,0.382955942,0.385111442,0.387242977,0.389351474,0.392080567,0.394765842,0.397409765,0.400014596,0.402582414,0.405369503,0.40810819,0.410801418,0.413451861,0.416061964,0.418913427,0.421704193,0.4244385,0.427120149,0.429752564,0.432860651,0.435897713,0.438869197,0.441779933,0.444634232,0.44731008,0.449914113,0.452451917,0.454928438,0.457348083,0.46032185,0.463217697,0.466041982,0.468800308,0.471497634,0.47457292,0.477560639,0.480468402,0.483302863,0.486069869,0.489451263,0.492737767,0.495938001,0.499059447,0.50210865,0.505046341,0.507889735,0.510647401,0.513326779,0.515934378,0.518874619,0.5217289,0.524504712,0.527208602,0.529846325,0.532438942,0.534958289,0.537410293,0.539800187,0.542132612,0.544980156,0.547768143,0.550500942,0.553182455,0.555816185,0.558059268,0.560254994,0.562406479,0.564516537,0.566587725,0.568772484,0.570919767,0.573031778,0.575110532,0.577157874,0.579013579,0.580839269,0.58263653,0.584406827
"Governance Model (2020)","SSP1","Burundi","","Governance Index|Control of Corruption",0.194446934,0.203591355,0.212423772,0.22096936,0.229249567,0.237282895,0.245173886,0.252839741,0.260294318,0.267549944,0.274617679,0.28154514,0.288292482,0.294869346,0.301284489,0.30754591,0.313622832,0.319548311,0.325329897,0.330974519,0.336488566,0.341889009,0.347155643,0.352295086,0.357313424,0.362216275,0.367434579,0.372527081,0.37750038,0.382360512,0.387113021,0.392325937,0.397409155,0.402370534,0.407217146,0.411955386,0.416560622,0.421027922,0.425366972,0.429586341,0.433693655,0.438133838,0.442427796,0.446587099,0.450621833,0.454540862,0.459181076,0.463674989,0.46803485,0.472271272,0.476393527,0.48047659,0.48442455,0.488248608,0.491958495,0.495562739,0.499238678,0.502800036,0.506255644,0.509613264,0.512879767,0.516563272,0.520153862,0.523657987,0.527081397,0.530429248,0.533382834,0.536262032,0.539071455,0.541815269,0.544497263,0.54720478,0.549851689,0.55244139,0.554976994,0.557461353,0.560488431,0.563452996,0.566358792,0.569209223,0.572007391,0.574419391,0.57677231,0.579069685,0.581314735
"Governance Model (2020)","SSP1","Cabo Verde","","Governance Index|Control of Corruption",0.643891968,0.647092227,0.650215567,0.653268475,0.65625665,0.659185127,0.661225673,0.663244432,0.665242411,0.667220549,0.669179725,0.67132134,0.673446959,0.675557219,0.67765272,0.679734028,0.681714975,0.683678435,0.685625137,0.687555762,0.689470953,0.691397722,0.693300506,0.695180466,0.697038683,0.698876161,0.700893837,0.702882868,0.704844766,0.706780926,0.708692637,0.710677086,0.712629299,0.714551077,0.716444074,0.718309811,0.720359373,0.72237856,0.724369022,0.726332275,0.728269722,0.730139304,0.731982835,0.733801629,0.735596902,0.737369784,0.73924665,0.741101917,0.742936579,0.744751565,0.746547741,0.748475866,0.750374868,0.752246297,0.75409158,0.755912039,0.758205089,0.760467249,0.76270021,0.764905526,0.767084633,0.768839933,0.770569985,0.772276041,0.773959266,0.775620739,0.777173568,0.778710324,0.780231648,0.781738143,0.78323038,0.78452637,0.78581205,0.787087749,0.788353785,0.789610459,0.790837447,0.792056241,0.793267078,0.794470183,0.795665772,0.796561388,0.797448775,0.79832817,0.7991998
"Governance Model (2020)","SSP1","Cambodia","","Governance Index|Control of Corruption",0.19708111,0.208476286,0.219384326,0.229856222,0.23993309,0.249648776,0.260007129,0.269939707,0.279489445,0.288691372,0.2975746,0.30642604,0.314961833,0.323207373,0.331184293,0.338911261,0.346267316,0.353388359,0.360289392,0.366983688,0.373483096,0.380089245,0.386516073,0.392772926,0.398868321,0.404810061,0.410432012,0.415912476,0.421257789,0.426473839,0.431566119,0.436426594,0.441179765,0.445829623,0.450379957,0.454834372,0.459171455,0.463420505,0.467584565,0.471666547,0.475669237,0.479506428,0.483269159,0.486959914,0.490581079,0.494134946,0.497721771,0.501241613,0.504696751,0.508089365,0.511421549,0.515236548,0.518990452,0.522685393,0.526323412,0.529906458,0.533077681,0.536194561,0.539259001,0.542272815,0.54523774,0.548471638,0.551650169,0.554775497,0.557849671,0.560874631,0.564225369,0.567523823,0.57077212,0.573972265,0.57712615,0.580006798,0.582839681,0.585626756,0.588369863,0.59107074,0.594012002,0.596912072,0.599772566,0.602595013,0.605380856,0.607755357,0.610093533,0.612396773,0.614666393
"Governance Model (2020)","SSP1","Cameroon","","Governance Index|Control of Corruption",0.190741553,0.200720663,0.21045438,0.219952153,0.229222897,0.238275049,0.247416828,0.256328024,0.265018656,0.27349804,0.281774872,0.290324873,0.298655491,0.306777532,0.314700891,0.322434674,0.33013144,0.337628043,0.344934828,0.352061222,0.359015859,0.365890064,0.372586024,0.379113018,0.385479505,0.391693234,0.398140368,0.404430153,0.410570712,0.416569472,0.422433248,0.427856537,0.433141162,0.438294192,0.443322105,0.448230862,0.453434635,0.458517805,0.463486336,0.468345722,0.473101038,0.477460829,0.481716848,0.485874014,0.489936883,0.493909685,0.498258959,0.502511206,0.506671232,0.51074347,0.514732019,0.518491211,0.522162447,0.525750107,0.529258234,0.532690565,0.536481935,0.540198251,0.543843051,0.547419621,0.550931016,0.553958058,0.556924956,0.559834251,0.562688328,0.56548943,0.568118758,0.570700288,0.573235833,0.575727109,0.578175749,0.580558865,0.582903384,0.585210649,0.587481944,0.589718496,0.591905453,0.594060551,0.596184836,0.59827931,0.600344934,0.602279016,0.604186231,0.606067426,0.607923412
"Governance Model (2020)","SSP1","Canada","","Governance Index|Control of Corruption",0.9014479,0.903201037,0.904946078,0.906683254,0.908412788,0.910134891,0.911764305,0.913378515,0.914978111,0.916563652,0.918135663,0.919635294,0.921120926,0.922593082,0.924052256,0.925498914,0.926927407,0.928344456,0.929750448,0.931145751,0.932530715,0.933868284,0.935197306,0.93651803,0.937830697,0.939135536,0.940294817,0.94144775,0.942594495,0.943735208,0.944870038,0.945637423,0.946399884,0.947157532,0.947910472,0.948658809,0.949638128,0.950613011,0.951583553,0.952549845,0.953511975,0.954257904,0.954999381,0.9557365,0.956469354,0.957198031,0.958192329,0.959181866,0.960166745,0.961147069,0.962122935,0.962886721,0.963645663,0.96439987,0.965149445,0.965894489,0.966542514,0.967186075,0.967825266,0.968460182,0.96909091,0.969826948,0.970558744,0.971286385,0.972009957,0.972729543,0.973373736,0.974013547,0.974649069,0.97528039,0.975907599,0.976655076,0.977398068,0.97813667,0.978870975,0.979601073,0.980244965,0.98088448,0.981519713,0.982150751,0.982777682,0.983507934,0.984234063,0.984956154,0.985674289
"Governance Model (2020)","SSP1","Central African Republic","","Governance Index|Control of Corruption",0.189249553,0.198998579,0.208468586,0.2176776,0.226641489,0.235374353,0.243652916,0.251727802,0.259608978,0.267305587,0.274826051,0.282398992,0.289777832,0.296973115,0.303994393,0.310850371,0.318089427,0.3251453,0.332028718,0.338749322,0.345315826,0.351960883,0.358431526,0.364738732,0.370892289,0.376900983,0.382882108,0.388698949,0.394362354,0.399881951,0.405266345,0.410616547,0.415813034,0.420866284,0.425785576,0.430579184,0.435727866,0.440736538,0.445614741,0.450370938,0.455012689,0.459316371,0.463494064,0.467554228,0.471504393,0.475351303,0.479337305,0.483213165,0.486985971,0.490662075,0.4942472,0.498361907,0.502381982,0.506313174,0.510160676,0.513929201,0.517223399,0.520437983,0.523577443,0.526645871,0.529647012,0.532687355,0.535660533,0.53857007,0.54141921,0.544210941,0.547183868,0.550090115,0.552933388,0.555717074,0.558444282,0.56119739,0.563888481,0.566521,0.5690981,0.571622678,0.574085282,0.576495402,0.578855754,0.581168844,0.58343699,0.585659381,0.587841126,0.58998407,0.592089937
"Governance Model (2020)","SSP1","Chad","","Governance Index|Control of Corruption",0.1136969,0.1219093,0.1298635,0.1375685,0.145033,0.1522653,0.1602643,0.1680529,0.1756379,0.1830259,0.1902232,0.1980412,0.2056703,0.2131168,0.2203869,0.2274865,0.2351408,0.2426179,0.2499245,0.2570667,0.2640507,0.2713466,0.2784725,0.2854354,0.2922421,0.2988991,0.3060928,0.3131243,0.3200015,0.3267313,0.3333204,0.3401011,0.3467294,0.353213,0.3595591,0.3657742,0.3719504,0.3779867,0.3838904,0.3896683,0.3953266,0.4009194,0.406386,0.4117329,0.4169665,0.4220923,0.4270197,0.4318354,0.4365453,0.4411548,0.4456687,0.4501563,0.4545463,0.4588437,0.463053,0.4671785,0.4716539,0.4760404,0.4803424,0.4845643,0.4887099,0.4926203,0.4964506,0.5002048,0.5038867,0.5074999,0.5110728,0.5145757,0.518012,0.5213848,0.5246971,0.5279199,0.5310838,0.5341914,0.5372454,0.540248,0.543135,0.5459733,0.5487649,0.5515119,0.5542159,0.556891,0.5595259,0.5621223,0.5646817
"Governance Model (2020)","SSP1","Chile","","Governance Index|Control of Corruption",0.781309708,0.783491699,0.785653353,0.78779558,0.78991923,0.792025098,0.794306984,0.796563769,0.798796696,0.801006918,0.803195505,0.805405567,0.807589175,0.809747673,0.811882304,0.813994223,0.816135336,0.818253426,0.820349587,0.822424835,0.824480119,0.826433263,0.828367489,0.830283615,0.832182406,0.834064582,0.835910357,0.837741619,0.839558919,0.841362777,0.843153687,0.844785874,0.846407634,0.848019304,0.849621204,0.851213642,0.8528344,0.85444801,0.856054664,0.857654546,0.859247834,0.860382176,0.861510791,0.862633816,0.863751386,0.864863628,0.86643661,0.868003679,0.86956498,0.871120654,0.872670834,0.874385256,0.876092658,0.877793229,0.879487148,0.881174587,0.882400078,0.88361742,0.884826845,0.886028578,0.887222833,0.888907697,0.890583573,0.892250732,0.893909432,0.895559921,0.896824553,0.898079867,0.899326147,0.900563666,0.901792684,0.90308282,0.904362835,0.90563305,0.906893773,0.908145297,0.909436131,0.910716821,0.911987689,0.913249045,0.914501183,0.915662588,0.91681482,0.917958158,0.919092869
"Governance Model (2020)","SSP1","China","","Governance Index|Control of Corruption",0.376723784,0.385670143,0.394210444,0.402392745,0.410255446,0.417829845,0.425042221,0.432014231,0.438764484,0.445309044,0.451661918,0.457883201,0.463951843,0.469875713,0.475662007,0.481317332,0.486217883,0.491011559,0.495702488,0.500294579,0.504791533,0.509271184,0.513669941,0.517990483,0.52223538,0.526407106,0.530454332,0.534435037,0.538351316,0.542205191,0.545998613,0.549274262,0.552494061,0.555659724,0.55877291,0.56183522,0.565169501,0.568456281,0.571696996,0.574893036,0.578045745,0.581144785,0.584203361,0.587222682,0.590203917,0.593148198,0.596149672,0.599116481,0.602049652,0.604950175,0.607819012,0.610558788,0.613268707,0.615949645,0.618602449,0.621227939,0.623733708,0.626213616,0.628668415,0.631098832,0.633505574,0.635467208,0.637406325,0.639323573,0.641219582,0.64309496,0.645292249,0.647469881,0.649628415,0.651768396,0.653890349,0.655823306,0.657738728,0.659637112,0.661518937,0.66338467,0.664929773,0.666459105,0.66797311,0.669472213,0.670956831,0.672652664,0.67433498,0.676004151,0.677660538
"Governance Model (2020)","SSP1","Colombia","","Governance Index|Control of Corruption",0.379026696,0.386677978,0.394128828,0.4013864,0.408457514,0.415348677,0.42198747,0.428457442,0.434764372,0.440913792,0.446911009,0.453060895,0.459065381,0.464929388,0.470657635,0.476254648,0.481331543,0.486284018,0.491116208,0.495832083,0.500435461,0.505200895,0.509848004,0.514381114,0.518804342,0.523121609,0.527564165,0.531895859,0.536121065,0.540243911,0.544268301,0.548304396,0.552243478,0.556089337,0.559845555,0.563515522,0.566954897,0.570316671,0.573603581,0.576818238,0.579963139,0.583039281,0.586054318,0.589010209,0.591908841,0.594752032,0.597442456,0.600084017,0.602678199,0.605226436,0.607730116,0.610226088,0.612681756,0.615098318,0.617476931,0.619818721,0.621806172,0.623758619,0.625677096,0.627562605,0.629416114,0.631643092,0.633838204,0.636002393,0.638136573,0.640241627,0.641987507,0.643703273,0.645389834,0.647048068,0.648678825,0.650712389,0.652717213,0.654694191,0.656644182,0.658568016,0.660202765,0.661810759,0.663392843,0.664949829,0.666482498,0.667711257,0.668915505,0.670096018,0.671253544
"Governance Model (2020)","SSP1","Comoros","","Governance Index|Control of Corruption",0.25390762,0.261476855,0.268847769,0.27603035,0.283033727,0.28986629,0.297137631,0.304215379,0.311110639,0.317833402,0.32439272,0.330812106,0.337049453,0.343115889,0.349021361,0.354774825,0.36088446,0.36682689,0.372612606,0.378250973,0.383750405,0.389834461,0.395752492,0.40151601,0.40713517,0.412619004,0.418353463,0.423921654,0.429336191,0.434608091,0.439747054,0.445221156,0.450536463,0.455705443,0.460738955,0.465646533,0.470532261,0.475282218,0.479906404,0.484413617,0.488811658,0.493233724,0.497549769,0.501766577,0.505890235,0.509926234,0.513818139,0.517622186,0.521343522,0.524986817,0.528556327,0.532183807,0.535736526,0.539218589,0.54263375,0.545985458,0.549286877,0.552524278,0.555700974,0.558820018,0.56188423,0.564625613,0.56731368,0.569950982,0.572539883,0.575082589,0.577521255,0.579915704,0.582267887,0.584579628,0.586852639,0.589113334,0.591337245,0.593525879,0.595680651,0.5978029,0.599814569,0.601795346,0.603746413,0.605668891,0.607563842,0.609550119,0.611510062,0.613444627,0.615354721
"Governance Model (2020)","SSP1","Congo","","Governance Index|Control of Corruption",0.198251745,0.210085937,0.221487224,0.232494969,0.243141755,0.253455025,0.264384895,0.274912647,0.285076276,0.294907151,0.304431615,0.313187133,0.321651052,0.329844612,0.337786192,0.345491875,0.353153734,0.360611611,0.367876244,0.374957389,0.381863966,0.38853657,0.395057678,0.401433562,0.407670104,0.413772836,0.419296021,0.424696665,0.429979336,0.435148368,0.440207881,0.44535959,0.450406272,0.455351737,0.460199609,0.464953346,0.469358956,0.473673242,0.47789948,0.48204079,0.486100151,0.490378493,0.494577505,0.498699993,0.502748634,0.506725988,0.510353504,0.513907573,0.517390913,0.520806107,0.524155615,0.52788615,0.531550301,0.535150569,0.538689324,0.542168819,0.545303277,0.548380628,0.551402953,0.554372236,0.557290363,0.560370974,0.563404871,0.566393639,0.569338801,0.572241812,0.574733447,0.577187033,0.579603786,0.581984873,0.584331419,0.586640205,0.588916715,0.59116195,0.593376871,0.595562411,0.59777961,0.599967318,0.602126456,0.604257912,0.60636254,0.608441177,0.610491393,0.612514108,0.614510206
"Governance Model (2020)","SSP1","Costa Rica","","Governance Index|Control of Corruption",0.600677691,0.602870018,0.605041538,0.607193192,0.609325859,0.61144036,0.613192833,0.614934154,0.616664697,0.618384815,0.620094846,0.621835611,0.623565615,0.625285213,0.62699474,0.628694517,0.630319335,0.631933964,0.63353873,0.635133944,0.636719901,0.637959154,0.6391867,0.640402938,0.64160825,0.642802997,0.644376894,0.645939013,0.647489759,0.649029515,0.650558646,0.652229642,0.65388114,0.655513994,0.657129004,0.65872692,0.660134481,0.661519361,0.662882627,0.664225277,0.665548239,0.66712856,0.668689036,0.670230545,0.671753906,0.67325989,0.674531464,0.675790188,0.677036523,0.678270905,0.679493747,0.680587155,0.681670436,0.682743911,0.683807889,0.684862664,0.686379443,0.68788634,0.689383667,0.69087172,0.692350782,0.693581521,0.694800845,0.696009139,0.69720677,0.698394086,0.699559723,0.70071278,0.701853703,0.702982913,0.704100813,0.705279201,0.706444549,0.707597327,0.70873798,0.709866931,0.711135709,0.712391738,0.713635473,0.714867346,0.716087764,0.717228359,0.718357253,0.719474848,0.720581522
"Governance Model (2020)","SSP1","Croatia","","Governance Index|Control of Corruption",0.470571995,0.475950498,0.481252348,0.486480123,0.491636293,0.496723231,0.501715251,0.50663963,0.511498646,0.516294486,0.521029247,0.525635944,0.53018581,0.534680688,0.53912235,0.543512503,0.547108932,0.550657677,0.554160232,0.55761804,0.561032491,0.564410918,0.567749579,0.571049683,0.574312399,0.577538854,0.580175581,0.582778872,0.585349721,0.587889092,0.590397915,0.593003853,0.595581238,0.598130907,0.600653673,0.603150319,0.605224274,0.607272807,0.609296661,0.611296554,0.613273182,0.615094061,0.61689142,0.618665951,0.620418323,0.62214918,0.624270867,0.626370151,0.628447702,0.630504167,0.63254017,0.634626391,0.636691329,0.638735633,0.640759925,0.642764808,0.644379088,0.645973335,0.647548166,0.649104173,0.650641929,0.652130308,0.65359947,0.655050016,0.656482528,0.657897562,0.659452784,0.660989737,0.662509,0.664011129,0.66549666,0.66691112,0.668308619,0.669689694,0.671054859,0.672404608,0.673674445,0.674928759,0.676168034,0.677392734,0.678603306,0.679950026,0.681281876,0.682599325,0.68390282
"Governance Model (2020)","SSP1","Cuba","","Governance Index|Control of Corruption",0.511908594,0.516036431,0.520064993,0.524000183,0.52784734,0.53161132,0.535084121,0.53848936,0.541830124,0.545109291,0.548329545,0.551778721,0.555176261,0.5585242,0.561824464,0.565078873,0.567798402,0.570477989,0.57311903,0.575722857,0.578290742,0.580699797,0.583076237,0.585421129,0.587735494,0.590020315,0.592160201,0.594272978,0.59635949,0.59842055,0.60045694,0.602260829,0.604041875,0.605800765,0.607538162,0.609254704,0.611208645,0.613142292,0.615056247,0.616951093,0.618827391,0.620307708,0.621769064,0.623212024,0.624637138,0.626044931,0.627822222,0.629581657,0.631323777,0.633049099,0.634758125,0.636191975,0.637608298,0.639007638,0.640390516,0.641757434,0.643483358,0.645192999,0.646886862,0.64856543,0.650229167,0.65192544,0.653606337,0.655272337,0.656923895,0.658561451,0.659774929,0.660974621,0.662160944,0.663334297,0.664495065,0.666167401,0.66782506,0.669468508,0.671098195,0.672714551,0.673984514,0.675238759,0.67647782,0.677702204,0.678912394,0.680131322,0.68133622,0.682527548,0.683705741
"Governance Model (2020)","SSP1","Cyprus","","Governance Index|Control of Corruption",0.711075358,0.714830372,0.718517698,0.722142713,0.725710176,0.729224322,0.732887532,0.736490293,0.740037159,0.743532186,0.746979004,0.75002954,0.753047442,0.756034541,0.758992521,0.761922931,0.76423775,0.76653503,0.768815501,0.77107985,0.77332872,0.775703537,0.778067391,0.780420646,0.782763648,0.785096725,0.786946919,0.788789057,0.790623369,0.792450075,0.794269386,0.795970937,0.79766581,0.799354179,0.80103621,0.802712065,0.803966522,0.805214713,0.806456798,0.807692928,0.808923249,0.810413105,0.811896664,0.813374086,0.814845524,0.816311125,0.817477591,0.818637524,0.819791092,0.820938457,0.822079774,0.82314368,0.824201159,0.825252375,0.826297485,0.827336642,0.828401659,0.829460219,0.830512489,0.831558627,0.832598787,0.833662271,0.834719339,0.835770155,0.836814875,0.837853652,0.838918979,0.839977842,0.841030408,0.842076834,0.843117274,0.843864131,0.844604154,0.845337524,0.846064413,0.846784987,0.847836091,0.848881091,0.849920141,0.850953387,0.851980969,0.852678336,0.853370119,0.854056449,0.854737456
"Governance Model (2020)","SSP1","Czechia","","Governance Index|Control of Corruption",0.54082946,0.542732667,0.544613463,0.546472534,0.548310542,0.550128131,0.552074332,0.554001302,0.555909626,0.557799874,0.559672594,0.561622914,0.56355512,0.565469737,0.567367274,0.569248225,0.571285329,0.573303777,0.5753041,0.577286812,0.579252411,0.581439902,0.583608827,0.585759723,0.587893109,0.590009488,0.591711733,0.593397082,0.595066022,0.596719021,0.598356536,0.600321238,0.602271082,0.604206487,0.606127861,0.608035594,0.609639918,0.611230307,0.612807153,0.614370837,0.615921729,0.61733809,0.618740411,0.620129099,0.621504549,0.622867139,0.624404959,0.625928106,0.627437029,0.628932157,0.630413902,0.632180268,0.633932124,0.635669923,0.637394097,0.639105062,0.640626201,0.642133155,0.643626372,0.645106281,0.646573293,0.648067443,0.649548246,0.65101612,0.652471465,0.653914664,0.655386935,0.656846535,0.658293859,0.659729283,0.661153169,0.662485963,0.663807347,0.665117664,0.666417245,0.667706404,0.669138139,0.670558452,0.671967692,0.673366194,0.674754277,0.67576227,0.676758608,0.677743655,0.678717758
"Governance Model (2020)","SSP1","Côte d'Ivoire","","Governance Index|Control of Corruption",0.23411237,0.240838817,0.247418842,0.253857305,0.260158878,0.266328051,0.27290142,0.279339389,0.285646781,0.291828197,0.297888028,0.304301862,0.310567278,0.316691312,0.32268046,0.328540745,0.334847735,0.34099301,0.346986348,0.352836515,0.358551425,0.36520885,0.371698254,0.378031429,0.384218764,0.39026948,0.396482757,0.402531087,0.408426896,0.414181044,0.419803106,0.425397911,0.430841539,0.436145366,0.44131936,0.446372318,0.451238887,0.455977131,0.460596056,0.465103639,0.469506993,0.474285664,0.478953152,0.483516867,0.487983422,0.492358757,0.496527705,0.500602634,0.504589374,0.508493183,0.512318821,0.516301047,0.520204312,0.524033152,0.527791695,0.531483713,0.534754578,0.537960985,0.541106291,0.544193583,0.547225714,0.550574856,0.553871845,0.557119132,0.560318998,0.563473568,0.566166559,0.568817452,0.571428038,0.573999998,0.576534912,0.578841894,0.581114517,0.583354122,0.585561976,0.587739276,0.58998953,0.592211288,0.594405584,0.596573403,0.59871568,0.600645071,0.60255034,0.604432316,0.60629179
"Governance Model (2020)","SSP1","Democratic Republic of the Congo","","Governance Index|Control of Corruption",0.155871055,0.17080679,0.184538786,0.197352193,0.209432974,0.220909666,0.235368006,0.248655553,0.261052616,0.272742182,0.283850758,0.29521592,0.305851883,0.315894604,0.325441421,0.334564668,0.343863735,0.35274334,0.36125917,0.369454917,0.377365614,0.384862093,0.392109138,0.399129642,0.405942921,0.41256548,0.419085129,0.425437252,0.43163326,0.437683241,0.443596179,0.448817788,0.45391246,0.458887382,0.463749071,0.468503465,0.473382574,0.478158504,0.4828365,0.487421386,0.491917608,0.496325206,0.500646137,0.504884509,0.50904413,0.513128539,0.516688234,0.520174657,0.523591074,0.526940535,0.530225891,0.533743219,0.537198465,0.540594242,0.543933005,0.547217063,0.550052905,0.552836534,0.55557002,0.558255315,0.560894267,0.563505367,0.566072783,0.568598143,0.57108299,0.573528794,0.575843959,0.578122587,0.580365962,0.582575307,0.584751792,0.587233312,0.589684004,0.5921049,0.59449699,0.596861219,0.598870747,0.600854026,0.602811902,0.604745185,0.606654655,0.608116142,0.609555089,0.610972196,0.612368138
"Governance Model (2020)","SSP1","Denmark","","Governance Index|Control of Corruption",0.991477316,0.992645939,0.993814558,0.994983174,0.996151787,0.997320396,0.998951482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
