"model","scenario","region","unit","variable","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075"
"Human Development Index Model (2015)","SSP1","Samoa","","Human Development Index",0.642588436,0.655604174,0.6763441,0.698930359,0.718885878,0.73498947,0.749552944,0.762292928,0.771540348,0.77718536,0.779178701,0.781087777,0.783424022,0.786304928
"Human Development Index Model (2015)","SSP1","Sao Tome and Principe","","Human Development Index",0.437938579,0.459445541,0.485523063,0.50663523,0.525272172,0.542146613,0.559897241,0.576507318,0.591992067,0.606158405,0.618314345,0.630204232,0.641790883,0.652659729
"Human Development Index Model (2015)","SSP1","Saudi Arabia","","Human Development Index",0.758519616,0.771212915,0.780358436,0.788230409,0.797054918,0.806130919,0.814973639,0.822618231,0.826970612,0.82831156,0.826469647,0.825534428,0.825537082,0.826156277
"Human Development Index Model (2015)","SSP1","Senegal","","Human Development Index",0.407816371,0.440621571,0.474728576,0.50780411,0.537165185,0.563723144,0.587927042,0.610716665,0.632105863,0.650924982,0.66603981,0.679459059,0.692580041,0.704779989
"Human Development Index Model (2015)","SSP1","Serbia","","Human Development Index",0.7168164,0.73157799,0.756138466,0.777554634,0.79351071,0.804211427,0.812039694,0.817732771,0.820615133,0.821621964,0.82038393,0.820432519,0.821238298,0.822337564
"Human Development Index Model (2015)","SSP1","Sierra Leone","","Human Development Index",0.335614844,0.374448648,0.414443227,0.449420899,0.481334018,0.511596046,0.539209969,0.565160264,0.587847418,0.608265542,0.625504934,0.641830291,0.656877753,0.67030289
"Human Development Index Model (2015)","SSP1","Singapore","","Human Development Index",0.839997011,0.849573028,0.858202509,0.864026504,0.868150523,0.871386374,0.874432766,0.877016972,0.877183576,0.875092643,0.87033048,0.866479208,0.863227542,0.860236153
"Human Development Index Model (2015)","SSP1","Slovakia","","Human Development Index",0.793564625,0.805173743,0.814184061,0.819842018,0.825203512,0.830234388,0.835917033,0.841339496,0.844418014,0.845636029,0.844516019,0.844605452,0.845548733,0.846724062
"Human Development Index Model (2015)","SSP1","Slovenia","","Human Development Index",0.819505891,0.825266633,0.828491449,0.83181682,0.836592625,0.841850045,0.84773124,0.853114962,0.856116603,0.857194862,0.85603648,0.856143431,0.856904572,0.857991172
"Human Development Index Model (2015)","SSP1","South Africa","","Human Development Index",0.591942643,0.620087026,0.647236879,0.668714299,0.688092091,0.705884374,0.722099151,0.736419322,0.745523356,0.751934946,0.755083547,0.758341212,0.761875216,0.765433998
"Human Development Index Model (2015)","SSP1","South Korea","","Human Development Index",0.8402369,0.847006633,0.85256088,0.857232167,0.862122433,0.866819131,0.871460463,0.875566105,0.877488343,0.877456474,0.87501129,0.873639472,0.873001857,0.872725422
"Human Development Index Model (2015)","SSP1","Spain","","Human Development Index",0.791877348,0.8044868,0.820519566,0.836382369,0.850299456,0.86178006,0.871263386,0.879217158,0.884048044,0.886615768,0.886230655,0.886646443,0.887497624,0.888207396
"Human Development Index Model (2015)","SSP1","Sudan","","Human Development Index",0.413829444,0.442181481,0.476764186,0.509980798,0.540524605,0.568328301,0.588335224,0.606681872,0.622589513,0.637295566,0.650028452,0.662141666,0.673111394,0.682446738
"Human Development Index Model (2015)","SSP1","Suriname","","Human Development Index",0.667093829,0.686220851,0.708278067,0.727500496,0.743046293,0.755826251,0.767425466,0.777589068,0.784649006,0.789368264,0.791311195,0.793803728,0.79653749,0.799152945
"Human Development Index Model (2015)","SSP1","Sweden","","Human Development Index",0.856380673,0.862755746,0.874056225,0.885649012,0.895437835,0.902311998,0.907942989,0.91233513,0.913954081,0.913296054,0.909860815,0.907642858,0.906119087,0.90483876
"Human Development Index Model (2015)","SSP1","Switzerland","","Human Development Index",0.873516821,0.877982847,0.883828391,0.889542298,0.894977771,0.899547408,0.904266671,0.908551372,0.91031361,0.910015408,0.907078932,0.90544298,0.904678891,0.904170123
"Human Development Index Model (2015)","SSP1","Syria","","Human Development Index",0.591974553,0.61395504,0.642034641,0.667007237,0.689204918,0.707834658,0.723967621,0.737946605,0.748831458,0.757000839,0.763083816,0.769740252,0.776190748,0.781500336
"Human Development Index Model (2015)","SSP1","Tajikistan","","Human Development Index",0.576579981,0.613967268,0.675161981,0.723485871,0.752894351,0.770240195,0.780989855,0.787948051,0.791206743,0.792539505,0.791375639,0.791238995,0.791992251,0.793171088
"Human Development Index Model (2015)","SSP1","Tanzania","","Human Development Index",0.45877165,0.493714767,0.529705023,0.553595021,0.57447714,0.594374913,0.614286901,0.634029624,0.651005041,0.665878374,0.677747773,0.689185847,0.69982291,0.709394637
"Human Development Index Model (2015)","SSP1","Thailand","","Human Development Index",0.663254397,0.679785169,0.699096054,0.717254156,0.734063075,0.748372389,0.761927288,0.776008082,0.787417653,0.795035067,0.797636373,0.799700675,0.801693881,0.803779433
"Human Development Index Model (2015)","SSP1","Timor-Leste","","Human Development Index",0.525888381,0.566810984,0.618772906,0.666921787,0.704863479,0.7337359,0.756340086,0.774954222,0.788295439,0.797900242,0.802456296,0.806456631,0.809891691,0.812785211
"Human Development Index Model (2015)","SSP1","Tonga","","Human Development Index",0.651018879,0.660283135,0.673273909,0.688661848,0.704187441,0.718133551,0.730592847,0.741126409,0.748295475,0.752936222,0.754430999,0.755797101,0.757523791,0.759088424
"Human Development Index Model (2015)","SSP1","Trinidad and Tobago","","Human Development Index",0.729126481,0.741406163,0.743228393,0.740519485,0.741187795,0.745032114,0.751808674,0.759245411,0.764340466,0.767254145,0.76756653,0.768706564,0.77053192,0.772727729
"Human Development Index Model (2015)","SSP1","Tunisia","","Human Development Index",0.66630238,0.690595389,0.714169664,0.732254633,0.74947051,0.766858943,0.784902909,0.801973711,0.815300438,0.82429576,0.828298907,0.831179688,0.833326787,0.83497926
"Human Development Index Model (2015)","SSP1","Turkey","","Human Development Index",0.676653694,0.693205714,0.712798112,0.732254338,0.749264133,0.763865846,0.776610929,0.787575827,0.796866433,0.804373115,0.808671431,0.812867483,0.816929102,0.820655288
"Human Development Index Model (2015)","SSP1","Turkmenistan","","Human Development Index",0.649176782,0.665972084,0.694688028,0.715787893,0.729969907,0.739040194,0.745528927,0.750293406,0.752677509,0.753597091,0.752400533,0.752418962,0.753428737,0.754720673
"Human Development Index Model (2015)","SSP1","Uganda","","Human Development Index",0.418660214,0.453822696,0.491073759,0.520566611,0.54878106,0.575775068,0.60144096,0.626124082,0.646738889,0.663820989,0.677091115,0.689193206,0.700039291,0.709553522
"Human Development Index Model (2015)","SSP1","Ukraine","","Human Development Index",0.655677912,0.675486927,0.705429309,0.732867728,0.751746319,0.763969404,0.772333839,0.778919817,0.782737248,0.784791709,0.784869,0.786162607,0.788225509,0.790541144
"Human Development Index Model (2015)","SSP1","United Kingdom","","Human Development Index",0.825927554,0.836403502,0.851030606,0.866914298,0.881089457,0.892708928,0.902769039,0.911183302,0.91620294,0.918337499,0.917336119,0.917278417,0.91767767,0.918062692
"Human Development Index Model (2015)","SSP1","United States","","Human Development Index",0.851754725,0.853722152,0.858457465,0.864061784,0.869617702,0.873866261,0.878002783,0.881957176,0.883843446,0.883992484,0.881568005,0.880022627,0.879117459,0.878425657
"Human Development Index Model (2015)","SSP1","Uruguay","","Human Development Index",0.711899386,0.727862143,0.748693642,0.765805213,0.779582947,0.790388558,0.799871446,0.807588243,0.813721551,0.818314968,0.8206008,0.82342067,0.826554614,0.829646023
"Human Development Index Model (2015)","SSP1","Vanuatu","","Human Development Index",0.567874834,0.587753589,0.616395668,0.642848057,0.665040577,0.683795124,0.699992324,0.713794408,0.724449783,0.732167149,0.736763915,0.742395935,0.748548076,0.754727729
"Human Development Index Model (2015)","SSP1","Venezuela","","Human Development Index",0.701973943,0.719100922,0.742657906,0.76431225,0.781028211,0.792540081,0.802259171,0.810358303,0.815346958,0.817796678,0.817605306,0.818291659,0.819610232,0.821037826
"Human Development Index Model (2015)","SSP1","Viet Nam","","Human Development Index",0.58987422,0.620394416,0.661596075,0.693979614,0.717266945,0.733771608,0.746500185,0.756726699,0.765815469,0.773775593,0.779221741,0.784431669,0.789018606,0.79317529
"Human Development Index Model (2015)","SSP1","Zambia","","Human Development Index",0.431398859,0.473566446,0.506357034,0.531691459,0.555402661,0.578392033,0.599910928,0.620616569,0.637964058,0.652536441,0.663568509,0.673803979,0.682868235,0.691181395
"Human Development Index Model (2015)","SSP1","Zimbabwe","","Human Development Index",0.375475042,0.3896706,0.432498183,0.492252498,0.551064823,0.601523555,0.642552153,0.676831893,0.703122996,0.724030083,0.739672705,0.753393387,0.765651797,0.776522
"Human Development Index Model (2015)","SSP2","Algeria","","Human Development Index",0.660165725,0.676052772,0.6905785,0.705183213,0.720216208,0.734676441,0.748997625,0.761187821,0.771558208,0.779033908,0.784974437,0.790207063,0.795193156,0.799339726
"Human Development Index Model (2015)","SSP2","Argentina","","Human Development Index",0.728073044,0.741151722,0.756260745,0.768569232,0.778934453,0.787486914,0.794858412,0.802024009,0.80845184,0.813117843,0.81706914,0.821241099,0.825063213,0.829062431
"Human Development Index Model (2015)","SSP2","Armenia","","Human Development Index",0.662711892,0.685346324,0.716273486,0.740433056,0.754814642,0.762537843,0.767028936,0.769657816,0.771516755,0.771995499,0.772444691,0.773404946,0.774892637,0.77697139
"Human Development Index Model (2015)","SSP2","Australia","","Human Development Index",0.859536658,0.869608104,0.882377987,0.894224111,0.903176996,0.910113316,0.916002758,0.919716353,0.922274353,0.922500771,0.922191401,0.921967338,0.921887896,0.921791782
"Human Development Index Model (2015)","SSP2","Austria","","Human Development Index",0.844391511,0.850398581,0.856153641,0.861686096,0.866978699,0.871707822,0.87671615,0.879975744,0.882283062,0.882447593,0.882431586,0.882696289,0.883098496,0.883555261
"Human Development Index Model (2015)","SSP2","Azerbaijan","","Human Development Index",0.666770442,0.705124966,0.73379881,0.743228569,0.746173295,0.74773294,0.751713646,0.755646931,0.759406865,0.760974788,0.761837242,0.762245604,0.762638056,0.762883237
"Human Development Index Model (2015)","SSP2","Bahamas","","Human Development Index",0.740443856,0.745755467,0.752901782,0.762192552,0.771849631,0.7793302,0.785795877,0.79128228,0.796048836,0.799171179,0.801871066,0.804985232,0.808475895,0.811710216
"Human Development Index Model (2015)","SSP2","Bahrain","","Human Development Index",0.743981455,0.759411666,0.777258108,0.788518573,0.797844694,0.805503022,0.81312948,0.819379256,0.824121357,0.826844918,0.828891464,0.830754893,0.832542389,0.834316909
"Human Development Index Model (2015)","SSP2","Bangladesh","","Human Development Index",0.471843158,0.49334317,0.51499861,0.534217563,0.552135756,0.568986458,0.586275691,0.603166696,0.619222867,0.633855582,0.647903965,0.661575251,0.674410743,0.687240285
"Human Development Index Model (2015)","SSP2","Belarus","","Human Development Index",0.714006628,0.73403088,0.751422083,0.762280901,0.769459453,0.774204254,0.77890414,0.782477861,0.785921394,0.787274571,0.78830767,0.789741026,0.791507488,0.79368152
"Human Development Index Model (2015)","SSP2","Belgium","","Human Development Index",0.840567682,0.850361651,0.865193744,0.880353489,0.89228776,0.901671639,0.90880493,0.913361941,0.916467632,0.917203161,0.917256678,0.917391085,0.917576373,0.917810006
"Human Development Index Model (2015)","SSP2","Belize","","Human Development Index",0.597078642,0.609000654,0.623290442,0.639265523,0.65380901,0.666144009,0.678551733,0.688979589,0.698983079,0.707595016,0.715638358,0.723857079,0.732031059,0.74002086
"Human Development Index Model (2015)","SSP2","Benin","","Human Development Index",0.363161035,0.384586362,0.404240584,0.425920766,0.446831295,0.467153298,0.486597884,0.505417819,0.524341885,0.541907232,0.558367459,0.574806272,0.590316654,0.605520749
"Human Development Index Model (2015)","SSP2","Bhutan","","Human Development Index",0.511034225,0.552660967,0.599125289,0.636296011,0.665593847,0.687328127,0.706321414,0.722406056,0.737935007,0.751251825,0.763121305,0.774644005,0.784873253,0.794262149
"Human Development Index Model (2015)","SSP2","Bolivia","","Human Development Index",0.591905464,0.609217837,0.624820269,0.639359793,0.654244066,0.669509923,0.684197511,0.697596596,0.709845006,0.719541261,0.72829358,0.735948168,0.742867336,0.749166677
"Human Development Index Model (2015)","SSP2","Bosnia and Herzegovina","","Human Development Index",0.702463362,0.726374505,0.756007112,0.776879525,0.791279951,0.802192835,0.811255569,0.818044961,0.823725178,0.827266368,0.830024193,0.832820285,0.835832117,0.839074689
"Human Development Index Model (2015)","SSP2","Brazil","","Human Development Index",0.644558119,0.66106701,0.67940953,0.695623415,0.709837136,0.72198277,0.733719549,0.744187243,0.754253495,0.761883892,0.767662092,0.773327556,0.777962764,0.782508003
"Human Development Index Model (2015)","SSP2","Bulgaria","","Human Development Index",0.724628953,0.739069237,0.754060378,0.766330327,0.774998214,0.781793554,0.78854109,0.793114599,0.797288933,0.799181363,0.801259231,0.803441784,0.805656914,0.807573645
"Human Development Index Model (2015)","SSP2","Burkina Faso","","Human Development Index",0.299346254,0.318310365,0.335616331,0.355413108,0.377133349,0.398415062,0.420341835,0.441586318,0.46345246,0.484556728,0.505920216,0.526783562,0.547470572,0.567082832
"Human Development Index Model (2015)","SSP2","Burundi","","Human Development Index",0.275210993,0.299278105,0.32682745,0.35195822,0.374259911,0.393335881,0.410872918,0.428177854,0.446236469,0.464641435,0.483813525,0.5036071,0.523621431,0.543322235
"Human Development Index Model (2015)","SSP2","Cabo Verde","","Human Development Index",0.542063992,0.563997972,0.584220922,0.597316761,0.607538446,0.616940916,0.62730255,0.63747949,0.647878789,0.656865748,0.665454118,0.674415523,0.683325359,0.692792842
"Human Development Index Model (2015)","SSP2","Cambodia","","Human Development Index",0.447998158,0.478937873,0.516227623,0.549578471,0.576476607,0.59822645,0.617027603,0.632947594,0.646468384,0.65714197,0.667133929,0.676767876,0.686828608,0.697054197
"Human Development Index Model (2015)","SSP2","Cameroon","","Human Development Index",0.440201802,0.460595722,0.480017132,0.499697783,0.51941751,0.538075276,0.555943397,0.572916216,0.588933006,0.603790933,0.617920436,0.631421449,0.644489808,0.657163348
"Human Development Index Model (2015)","SSP2","Canada","","Human Development Index",0.871168059,0.875149811,0.882423395,0.890249985,0.89652623,0.901634238,0.905999654,0.907971211,0.909389238,0.90883565,0.908032291,0.907459283,0.90714986,0.906963539
